power[%]   angle[deg]
0                340
100                340
100                340
100                340
100                340
100                340
100                340
100                341
100                341
100                341
100                341
100                342
100                342
100                343
100                343
100                344
100                344
100                345
100                345
100                346
100                347
100                347
100                348
100                349
100                350
100                350
100                351
100                352
100                353
100                354
100                355
100                356
100                357
100                358
100                359
100                0
100                1
100                3
100                4
100                5
100                6
100                7
100                9
100                10
100                11
100                12
100                14
100                15
100                17
100                18
100                19
100                21
100                22
100                24
100                25
100                27
100                28
100                30
100                32
100                33
100                35
100                36
100                38
100                40
100                41
100                43
100                45
100                46
100                48
100                50
100                52
100                53
100                55
100                57
100                59
100                61
100                62
100                64
100                66
100                68
100                70
100                72
100                73
100                75
100                77
100                79
100                81
100                83
100                85
100                87
100                89
100                91
100                93
100                95
100                96
100                98
100                100
100                102
100                104
100                106
100                108
100                110
100                112
100                114
100                117
100                119
100                121
100                123
100                125
100                127
100                129
100                131
100                133
100                135
100                137
100                139
100                141
100                143
100                145
100                147
100                149
100                151
100                154
100                156
100                158
100                160
100                162
100                164
100                166
100                168
100                170
100                172
100                174
100                176
100                178
100                180
100                182
100                185
100                187
100                189
100                191
100                193
100                195
100                197
100                199
100                201
100                203
100                205
100                207
100                209
100                211
100                213
100                215
100                218
100                220
100                222
100                224
100                226
100                228
100                230
100                232
100                234
100                236
100                239
100                241
100                243
100                245
100                247
100                249
100                251
100                253
100                255
100                257
100                259
100                261
100                263
100                265
100                268
100                270
100                272
100                274
100                276
100                278
100                280
100                282
100                284
100                286
100                289
100                291
100                293
100                295
100                297
100                299
100                301
100                303
100                305
100                307
100                309
100                312
100                314
100                316
100                318
100                320
100                322
100                324
100                326
100                328
100                331
100                333
100                335
100                337
100                339
100                341
100                343
100                345
100                347
100                350
100                352
100                354
100                356
100                358
0                0
0                2
0                4
0                6
0                8
0                10
0                12
0                13
0                15
0                16
0                18
0                19
0                21
0                22
0                23
0                25
0                26
0                27
0                31
0                31
0                32
0                33
0                34
0                34
0                35
0                36
0                36
0                37
0                37
0                38
0                38
0                39
0                39
0                39
0                40
0                40
0                40
0                40
0                41
0                41
0                41
0                41
0                41
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
0                42
