power[%]   angle[deg]
0                      0
-100                      0
-100                      0
-100                      0
-100                      0
-100                      0
-100                      0
-100                      1
-100                      1
-100                      1
-100                      2
-100                      2
-100                      3
-100                      3
-100                      4
-100                      5
-100                      6
-100                      6
-100                      7
-100                      8
-100                      9
-100                      10
-100                      11
-100                      12
-100                      13
-100                      14
-100                      16
-100                      17
-100                      18
-100                      19
-100                      21
-100                      22
-100                      23
-100                      25
-100                      26
-100                      28
-100                      29
-100                      31
-100                      32
-100                      34
-100                      36
-100                      37
-100                      39
-100                      41
-100                      42
-100                      44
-100                      46
-100                      48
-100                      50
-100                      51
-100                      53
-100                      55
-100                      57
-100                      59
-100                      61
-100                      63
-100                      65
-100                      67
-100                      69
-100                      71
-100                      73
-100                      75
-100                      78
-100                      80
-100                      82
-100                      84
-100                      86
-100                      88
-100                      90
-100                      93
-100                      95
-100                      97
-100                      99
-100                      102
-100                      104
-100                      106
-100                      108
-100                      111
-100                      113
-100                      116
-100                      118
-100                      120
-100                      123
-100                      125
-100                      128
-100                      130
-100                      133
-100                      135
-100                      138
-100                      140
-100                      143
-100                      145
-100                      148
-100                      151
-100                      153
-100                      156
-100                      159
-100                      161
-100                      164
-100                      167
-100                      169
-100                      172
-100                      175
-100                      177
-100                      180
-100                      183
-100                      186
-100                      188
-100                      191
-100                      194
-100                      197
-100                      200
-100                      202
-100                      205
-100                      208
-100                      211
-100                      214
-100                      217
-100                      220
-100                      222
-100                      225
-100                      228
-100                      231
-100                      234
-100                      237
-100                      240
-100                      243
-100                      246
0                      248
0                      251
0                      254
0                      257
0                      259
0                      261
0                      264
0                      266
0                      268
0                      270
0                      272
0                      274
0                      276
0                      278
0                      279
0                      281
0                      283
0                      284
0                      285
0                      287
0                      288
0                      289
0                      290
0                      291
0                      292
0                      293
0                      294
0                      295
0                      296
0                      296
0                      297
0                      298
0                      298
0                      299
0                      299
0                      300
0                      300
0                      301
0                      301
0                      301
0                      301
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
0                      302
