power[%]   angle[deg]
0                      0
75                      0
75                      0
75                      0
75                      0
75                      0
75                      0
75                      0
75                      -1
75                      -1
75                      -2
75                      -2
75                      -3
75                      -3
75                      -4
75                      -4
75                      -5
75                      -6
75                      -7
75                      -8
75                      -9
75                      -10
75                      -11
75                      -12
75                      -13
75                      -14
75                      -15
75                      -16
75                      -18
75                      -19
75                      -20
75                      -22
75                      -23
75                      -25
75                      -26
75                      -28
75                      -29
75                      -31
75                      -32
75                      -34
75                      -36
75                      -38
75                      -39
75                      -41
75                      -43
75                      -45
75                      -46
75                      -48
75                      -50
75                      -52
75                      -54
75                      -56
75                      -58
75                      -60
75                      -62
75                      -64
75                      -66
75                      -68
75                      -70
75                      -72
75                      -74
75                      -76
75                      -79
75                      -81
75                      -83
75                      -85
75                      -88
75                      -90
75                      -92
75                      -94
75                      -97
75                      -99
75                      -101
75                      -104
75                      -106
75                      -109
75                      -111
75                      -113
75                      -116
75                      -118
75                      -121
75                      -123
75                      -125
75                      -128
75                      -130
75                      -133
75                      -135
75                      -137
75                      -140
75                      -142
75                      -145
75                      -147
75                      -149
75                      -152
75                      -154
75                      -156
75                      -159
75                      -161
75                      -164
75                      -166
75                      -168
75                      -171
75                      -173
75                      -176
75                      -178
75                      -181
75                      -183
75                      -185
75                      -188
75                      -190
75                      -192
75                      -195
75                      -197
75                      -200
75                      -202
75                      -204
75                      -207
75                      -209
75                      -211
75                      -214
75                      -216
75                      -219
75                      -221
75                      -223
75                      -226
75                      -228
75                      -230
75                      -233
75                      -235
75                      -238
75                      -240
75                      -242
75                      -245
75                      -247
75                      -250
75                      -252
75                      -254
75                      -257
75                      -259
75                      -261
75                      -264
75                      -266
75                      -269
75                      -271
75                      -273
75                      -276
75                      -278
75                      -281
75                      -283
75                      -285
75                      -288
75                      -290
75                      -292
75                      -295
75                      -297
75                      -300
75                      -302
75                      -304
75                      -307
75                      -309
75                      -312
75                      -314
75                      -316
75                      -319
75                      -321
75                      -323
75                      -326
75                      -328
75                      -331
75                      -333
75                      -335
75                      -338
75                      -340
75                      -343
75                      -345
75                      -347
75                      -350
75                      -352
75                      -355
75                      -357
75                      -359
75                      -362
75                      -364
75                      -367
75                      -369
75                      -371
75                      -374
75                      -376
75                      -379
75                      -381
75                      -383
75                      -386
75                      -388
75                      -391
75                      -393
75                      -396
75                      -398
75                      -400
75                      -403
75                      -405
75                      -408
75                      -410
75                      -412
75                      -415
75                      -417
75                      -420
75                      -422
75                      -425
75                      -427
75                      -429
75                      -432
75                      -434
75                      -437
75                      -439
75                      -442
75                      -444
75                      -446
75                      -449
75                      -451
75                      -454
75                      -456
75                      -458
75                      -461
75                      -463
75                      -466
75                      -468
75                      -471
75                      -473
75                      -475
75                      -478
75                      -480
75                      -483
75                      -485
75                      -488
75                      -490
75                      -493
75                      -495
75                      -497
75                      -500
75                      -502
75                      -505
75                      -507
75                      -510
75                      -512
75                      -514
75                      -517
0                      -519
0                      -522
0                      -524
0                      -526
0                      -528
0                      -530
0                      -532
0                      -534
0                      -536
0                      -538
0                      -539
0                      -541
0                      -542
0                      -543
0                      -545
0                      -546
0                      -547
0                      -548
0                      -549
0                      -550
0                      -550
0                      -551
0                      -552
0                      -552
0                      -553
0                      -553
0                      -554
0                      -554
0                      -554
0                      -554
0                      -554
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
0                      -555
